tt0046771	7.7	1524
tt0056109	5.4	293
tt0032139	6.0	70
tt0071726	4.6	9
tt0071728	7.2	72
tt0022798	6.1	24
tt0046787	5.3	83
tt0071721	5.2	1909
tt0095710	5.5	950
tt0022799	6.0	192
tt0046788	5.5	252
tt0071722	4.6	418
tt0095711	4.8	7
tt0022796	6.4	902
tt0046789	6.4	2171
tt0071723	6.4	36
tt0022797	7.1	30
tt0071724	5.6	55
tt0022794	6.2	82
tt0046783	5.4	318
tt0095714	4.6	136
tt0046784	5.6	438
tt0095715	7.4	14498
tt0022792	6.2	1510
tt0046785	6.1	435
tt0095712	6.5	183
tt0022793	6.8	32
tt0046786	5.1	900
tt0071720	5.6	62
tt0095713	6.9	115
tt0032140	8.1	21
tt0032141	6.5	38
tt0032146	5.8	456
tt0032147	3.8	8
tt0032148	7.5	24
tt0032149	6.4	276
tt0032142	6.0	289
tt0032143	7.7	15409
tt0007177	4.3	142
tt0032144	7.1	249
tt0032145	7.5	20465
tt0022790	5.1	224
tt0071718	4.8	589
tt0095707	7.3	126
tt0022791	5.5	159
tt0046780	6.6	66
tt0046781	6.8	91
tt0095705	7.6	192476
tt0046782	6.1	138
tt0095706	6.2	104
tt0071714	5.5	146
tt0071715	6.8	372
tt0071716	4.9	73
tt0095709	6.6	4101
tt0071717	5.0	2098
tt0022787	7.7	1783
tt0046798	6.3	158
tt0071754	4.7	709
tt0022788	5.3	403
tt0046799	7.8	900
tt0071755	6.5	16
tt0022785	5.4	33
tt0071756	5.7	410
tt0022786	6.7	238
tt0071757	7.1	94
tt0046794	6.6	257
tt0071750	4.4	41
tt0022784	5.9	372
tt0046795	5.8	135
tt0071751	4.1	25
tt0071752	5.6	57
tt0022782	7.3	2556
tt0046797	7.2	280
tt0071753	4.0	161
tt0032150	7.4	610
tt0032151	4.8	63
tt0032152	6.9	1916
tt0056120	5.7	21
tt0056121	7.2	1777
tt0022789	5.9	190
tt0007146	6.3	24
tt0032157	6.3	238
tt0056124	5.4	286
tt0032158	6.0	699
tt0056125	5.2	24
tt0032159	5.4	57
tt0056122	6.4	60
tt0007142	6.9	38
tt0032153	6.3	1413
tt0056128	7.1	20
tt0032154	5.9	115
tt0056129	6.7	171
tt0032155	7.5	9500
tt0056126	6.5	456
tt0007145	7.0	3725
tt0032156	7.8	4596
tt0056127	4.7	1940
tt0046790	6.7	963
tt0046791	6.7	3389
tt0046792	6.2	793
tt0046793	6.2	58
tt0071747	6.0	56
tt0071748	6.8	25
tt0071749	6.9	90
tt0022776	5.6	26
tt0071743	6.3	349
tt0071744	7.9	102
tt0022774	5.7	114
tt0071745	5.7	59
tt0022775	6.8	1261
tt0071746	7.5	18249
tt0022773	6.5	93
tt0071740	7.4	140
tt0022770	5.9	68
tt0071741	5.6	20
tt0022771	6.6	12
tt0071742	4.7	144
tt0032160	5.2	18
tt0032161	5.9	32
tt0032162	6.5	266
tt0032163	5.1	22
tt0056110	6.3	1097
tt0022778	6.3	360
tt0032168	6.8	31
tt0056113	6.7	22
tt0056114	8.0	18
tt0056111	8.0	41353
tt0056112	6.3	3204
tt0032164	7.1	486
tt0056117	5.6	462
tt0032165	6.9	12
tt0056118	6.4	297
tt0032166	7.0	11
tt0056115	7.6	31
tt0007151	7.5	73
tt0056119	8.2	38268
tt0071736	8.6	124
tt0071737	6.9	4424
tt0071738	6.0	52
tt0071739	5.9	30
tt0022765	6.1	133
tt0071776	6.2	31
tt0095743	7.1	15
tt0022766	4.6	10
tt0071777	5.6	173
tt0095744	7.3	17
tt0022763	7.2	31
tt0095741	5.0	301
tt0071779	3.9	14
tt0095742	5.6	64362
tt0022761	7.5	304
tt0071772	5.6	5173
tt0095747	6.6	28
tt0022762	5.7	143
tt0071773	6.3	145
tt0095748	7.2	56
tt0071774	6.2	99
tt0095745	2.6	356
tt0095746	5.9	493
tt0032171	5.5	43
tt0032172	5.7	8
tt0032173	6.8	85
tt0071770	6.0	79
tt0032174	7.4	90
tt0071771	7.1	22184
tt0022769	6.7	97
tt0056142	5.7	11592
tt0056143	7.2	18
tt0095740	5.4	3266
tt0022767	7.2	8
tt0022768	7.5	78
tt0056141	7.3	2788
tt0032179	6.1	1343
tt0056146	5.0	17
tt0081102	5.8	75
tt0056147	6.6	40
tt0081103	7.7	1423
tt0056144	7.0	646
tt0056145	8.4	100
tt0081101	6.7	29
tt0007120	7.1	35
tt0081106	6.6	103
tt0032176	6.7	767
tt0081107	2.8	506
tt0032177	5.2	16
tt0056148	6.4	346
tt0081104	8.1	1731
tt0032178	6.4	282
tt0056149	7.1	14
tt0081105	7.1	65
tt0095738	2.7	797
tt0095739	6.7	68
tt0071769	4.9	240
tt0022754	5.6	87
tt0071765	7.1	110
tt0022755	6.9	478
tt0071766	5.1	126
tt0095755	8.0	20
tt0022752	6.9	36
tt0095752	5.3	112
tt0022753	6.2	1221
tt0071768	4.9	117
tt0095753	5.7	18
tt0022750	6.4	25
tt0095758	6.2	110
tt0022751	6.2	530
tt0071762	6.4	4133
tt0095759	5.8	366
tt0071763	5.3	124
tt0095756	4.9	2853
tt0071764	6.8	52
tt0032182	5.8	38
tt0032183	6.1	75
tt0032184	7.1	170
tt0081108	6.9	64
tt0032185	5.6	212
tt0071760	6.8	292
tt0081109	6.0	1279
tt0022758	6.6	316
tt0056131	6.8	79
tt0095750	6.1	9
tt0022759	6.8	1547
tt0056132	7.5	12
tt0095751	6.2	15
tt0022757	7.2	10
tt0032181	7.3	2136
tt0056130	7.3	20
tt0056135	7.4	1143
tt0081113	7.0	125
tt0007136	6.1	76
tt0056136	5.6	40
tt0081114	6.3	21217
tt0056133	6.4	140
tt0081111	7.1	200
tt0056134	7.8	1235
tt0081112	5.1	4873
tt0032186	8.0	1576
tt0056139	6.1	384
tt0081117	5.4	87
tt0032187	3.6	42
tt0081118	5.3	219
tt0032188	5.0	7
tt0056137	6.5	47
tt0081115	7.1	250
tt0032189	6.3	97
tt0056138	6.1	3229
tt0071758	6.7	219
tt0071759	8.2	1713
tt0081110	6.2	697
tt0071798	6.3	606
tt0095721	5.3	244
tt0071799	6.2	106
tt0095722	4.5	2353
tt0022741	5.6	167
tt0022742	6.9	23
tt0071794	2.2	7
tt0095725	5.3	49
tt0071795	5.1	440
tt0095726	5.7	652
tt0071796	8.4	12
tt0071797	7.0	3224
tt0095724	4.1	64
tt0032193	5.4	93
tt0056160	7.9	1524
tt0071790	6.2	4685
tt0032194	7.4	5584
tt0056161	7.3	81
tt0071791	4.9	578
tt0022749	6.2	19
tt0032195	4.7	36
tt0071792	6.2	39
tt0032196	8.1	13
tt0071793	5.1	210
tt0022747	5.7	14
tt0056164	4.3	472
tt0007107	6.1	34
tt0022748	5.4	402
tt0032190	6.1	345
tt0056165	6.4	1277
tt0007108	6.7	1040
tt0032191	5.6	37
tt0056162	7.0	133
tt0022746	6.2	165
tt0032192	5.9	443
tt0056163	6.4	51
tt0056169	4.0	64
tt0056166	3.0	39
tt0056167	6.7	88
tt0032198	5.2	227
tt0007100	7.7	35
tt0032199	6.1	17
tt0095718	6.1	216
tt0095719	5.3	3248
tt0095716	4.5	1077
tt0095717	6.3	31
tt0022732	6.2	314
tt0095732	6.4	38
tt0022733	6.5	225
tt0071788	6.5	1775
tt0095733	6.0	497
tt0022730	6.0	313
tt0071789	7.3	29
tt0095730	6.1	3885
tt0022731	5.6	296
tt0095731	3.1	144
tt0071783	4.8	191
tt0095736	5.5	3176
tt0071784	5.8	1101
tt0095737	6.4	463
tt0095734	4.2	238
tt0071786	6.9	937
tt0095735	7.9	36
tt0056150	6.2	30
tt0071780	5.5	626
tt0071781	6.2	39
tt0071782	6.4	1665
tt0007117	5.5	24
tt0056153	5.6	71
tt0007118	7.9	44
tt0022737	7.0	1070
tt0056154	7.1	243
tt0022734	4.8	27
tt0056151	5.4	13
tt0022735	6.6	1952
tt0056157	6.8	143
tt0056158	7.1	688
tt0056155	7.0	51
tt0007116	5.9	25
tt0056156	6.8	47
tt0007110	6.6	20
tt0007111	6.1	27
tt0056159	6.2	120
tt0095729	6.8	298
tt0095728	6.3	1152
tt0046700	5.3	23
tt0046707	5.9	23
tt0046703	6.9	205
tt0046704	7.4	8
tt0046705	6.9	2020
tt0046710	4.8	26
tt0046711	5.7	191
tt0046712	7.0	1415
tt0046713	6.3	259
tt0046718	6.5	10
tt0046719	6.3	5193
tt0046714	6.5	1355
tt0046715	6.8	163
tt0046717	7.9	12
tt0046721	7.3	14
tt0046722	5.6	518
tt0046723	4.5	49
tt0046724	7.4	12
tt0046720	5.3	60
tt0046729	5.4	384
tt0046725	3.3	18
tt0046726	6.7	7
tt0046728	5.9	735
tt0046732	5.8	256
tt0046733	6.5	293
tt0046734	5.4	43
tt0046735	5.8	73
tt0046730	6.0	84
tt0046731	5.4	812
tt0046736	5.5	46
tt0046737	6.0	119
tt0046738	4.9	19
tt0046739	7.7	1382
tt0046743	5.9	530
tt0046746	6.0	280
tt0046740	7.4	996
tt0046741	7.2	14
tt0046742	5.5	52
tt0046747	4.5	13
tt0046749	6.4	195
tt0032102	4.9	23
tt0032103	5.9	34
tt0032104	6.0	180
tt0032105	7.4	134
tt0032100	8.1	17
tt0032101	5.5	46
tt0032106	6.5	12
tt0032107	5.6	145
tt0032109	7.1	69
tt0046754	6.9	13346
tt0071710	5.3	38
tt0046755	5.6	412
tt0071711	7.2	173
tt0046756	6.2	377
tt0071712	5.5	418
tt0046757	5.6	1236
tt0071713	7.0	180
tt0046750	7.4	1238
tt0046752	6.4	34
tt0046759	6.4	1859
tt0032113	5.8	167
tt0032114	5.4	261
tt0032115	7.1	392
tt0032116	7.8	677
tt0032110	6.3	167
tt0007188	6.0	46
tt0032111	6.8	123
tt0032112	4.9	106
tt0071707	7.0	470
tt0007183	6.6	886
tt0071708	6.9	194
tt0007184	4.9	30
tt0071709	5.0	64
tt0032117	6.3	92
tt0071703	7.2	165
tt0032118	5.5	20
tt0071704	5.5	77
tt0032119	7.3	14
tt0071706	6.6	6781
tt0046765	6.4	11
tt0046766	6.7	3006
tt0046767	5.6	566
tt0071701	4.1	111
tt0046768	4.4	9
tt0071702	5.2	92
tt0046761	6.4	234
tt0046762	6.6	74
tt0046763	7.1	271
tt0046764	5.9	26
tt0046769	6.6	70
tt0032124	6.7	826
tt0032125	7.1	438
tt0032126	6.1	50
tt0007197	4.2	33
tt0032121	6.3	37
tt0032123	6.7	111
tt0007194	6.4	2071
tt0046760	5.2	130
tt0032128	6.2	257
tt0032129	6.7	20
tt0046800	6.0	651
tt0046801	6.6	1441
tt0046806	6.7	6611
tt0046807	6.8	9653
tt0046808	6.9	4485
tt0046809	6.3	41
tt0046802	5.9	810
tt0046804	6.0	476
tt0046805	6.8	7
tt0095787	6.3	143
tt0095788	7.5	123
tt0022840	5.2	87
tt0095785	6.9	310
tt0095786	6.9	315
tt0095789	8.1	40
tt0056182	6.5	102
tt0056183	6.9	1993
tt0095780	6.3	768
tt0022848	6.1	87
tt0056180	4.7	22
tt0056181	7.1	316
tt0007205	9.0	15
tt0022846	7.3	22
tt0056186	6.1	821
tt0095783	8.0	14
tt0022847	6.6	13
tt0056187	6.7	483
tt0022844	6.2	447
tt0056184	6.1	99
tt0095781	5.7	810
tt0007208	5.8	126
tt0022845	7.0	11
tt0056185	6.8	471
tt0095782	7.1	163
tt0007201	8.2	21
tt0081146	5.9	63
tt0007202	6.0	94
tt0081147	6.6	149
tt0081144	6.7	2454
tt0007204	6.7	12
tt0056189	6.6	234
tt0081145	5.4	306
tt0081148	7.5	1191
tt0081149	6.1	80
tt0081142	5.1	12
tt0081143	8.4	14
tt0081140	6.7	50
tt0022831	7.0	38
tt0095798	6.8	21
tt0022832	7.1	86
tt0095799	5.8	2737
tt0095796	6.4	72
tt0056171	6.8	2340
tt0095790	4.7	73
tt0056172	8.3	326259
tt0095791	4.6	13
tt0022837	7.0	76
tt0056170	7.2	57
tt0022835	7.6	16547
tt0056175	5.8	40
tt0095794	5.5	72
tt0022836	5.1	75
tt0095795	6.0	51
tt0022833	6.2	92
tt0056173	6.7	598
tt0095792	5.6	103
tt0022834	7.0	1915
tt0056174	5.3	505
tt0095793	6.2	105
tt0056179	6.4	19
tt0081157	5.5	401
tt0081158	5.3	76
tt0056177	8.5	8
tt0081156	5.4	6
tt0081159	6.3	4055
tt0081150	6.8	5484
tt0081154	5.7	12
tt0081151	6.5	171
tt0081152	7.2	313
tt0022820	7.0	25
tt0095765	8.5	297911
tt0022821	4.8	143
tt0095763	6.2	17
tt0095764	7.2	299
tt0022826	5.5	76
tt0081119	5.9	89
tt0022827	6.4	4483
tt0022824	5.8	190
tt0095761	4.9	28
tt0095762	7.4	35
tt0022822	6.7	47
tt0095760	5.7	16
tt0081124	5.5	145
tt0081122	5.6	194
tt0081123	5.8	69
tt0081129	7.1	29
tt0022819	5.7	69
tt0081126	6.5	282
tt0095776	6.6	54665
tt0022810	5.6	134
tt0095774	6.2	3615
tt0095775	4.6	892
tt0095778	6.6	586
tt0095779	6.4	101
tt0022817	6.2	438
tt0056193	7.5	111692
tt0022818	6.8	18
tt0056194	7.5	9630
tt0022815	6.1	191
tt0056191	4.1	33
tt0022816	6.8	23
tt0056192	9.0	37
tt0022813	5.4	24
tt0056197	7.7	60838
tt0022814	6.3	898
tt0095773	7.0	506
tt0022811	3.7	44
tt0056195	7.5	10437
tt0095770	3.9	13
tt0022812	6.6	63
tt0056196	7.5	6134
tt0081135	4.4	65
tt0056199	7.8	15
tt0081133	5.0	26
tt0081134	6.9	44
tt0081139	6.4	117
tt0081131	7.0	16
tt0081132	5.6	27
tt0081130	4.9	109
tt0022806	7.0	23
tt0022807	6.7	1794
tt0022802	6.7	1390
tt0022800	6.2	155
tt0022801	5.5	32
tt0081188	3.3	13
tt0081189	5.9	34
tt0081182	6.6	3615
tt0081183	5.0	11
tt0081180	5.9	460
tt0081186	5.3	6589
tt0081187	6.3	2772
tt0081184	6.0	14209
tt0081185	6.0	51
tt0081190	7.8	1226
tt0081199	2.8	14
tt0081193	5.5	396
tt0081194	7.0	66
tt0081192	5.4	166
tt0081197	5.5	91
tt0081195	6.8	49
tt0081168	6.6	216
tt0081169	7.1	208
tt0081167	6.5	46
tt0081160	5.9	418
tt0081164	7.9	67
tt0081165	6.2	1015
tt0081163	6.2	10290
tt0081179	5.9	99
tt0081178	5.9	4878
tt0081172	6.1	57
tt0081170	5.7	509
tt0081175	4.0	70
tt0081176	7.6	7077
tt0081174	6.9	51
tt0046897	4.8	7
tt0071853	8.2	583718
tt0095820	6.4	17
tt0046898	5.5	192
tt0071854	5.9	410
tt0095821	3.4	118
tt0046899	6.6	4394
tt0071855	3.6	350
tt0071856	7.8	266
tt0046893	6.4	13
tt0095824	6.6	30
tt0046894	6.4	633
tt0071850	5.7	267
tt0095825	4.7	766
tt0046895	6.8	92
tt0071851	6.8	109
tt0095822	6.4	162
tt0046896	6.3	1020
tt0095823	6.0	232
tt0032250	5.8	6
tt0032251	6.8	620
tt0056220	5.9	680
tt0032256	5.7	578
tt0056223	6.8	174
tt0032257	5.8	48
tt0056224	5.2	79
tt0032258	6.3	3124
tt0056221	7.1	98
tt0032259	6.8	29
tt0032252	5.9	249
tt0056227	6.6	316
tt0032253	6.2	99
tt0056228	5.8	640
tt0032254	7.2	249
tt0056225	4.8	157
tt0032255	6.4	292
tt0056226	4.8	65
tt0095817	6.8	11
tt0046890	5.4	146
tt0046891	5.7	949
tt0056229	6.0	51
tt0095815	6.8	194
tt0046892	4.9	43
tt0095816	7.0	195
tt0071846	5.5	25
tt0071847	8.1	1172
tt0071848	5.9	80
tt0071849	6.1	56
tt0071842	7.1	379
tt0095831	4.3	11
tt0071843	6.6	64
tt0095832	5.9	693
tt0071844	6.6	796
tt0071845	5.8	348
tt0095830	6.1	110
tt0095835	6.1	350
tt0095836	6.3	2635
tt0071840	7.2	3080
tt0095833	6.6	106
tt0071841	6.3	135
tt0095834	4.9	319
tt0032260	3.3	20
tt0032261	6.6	339
tt0032262	6.5	411
tt0056212	4.9	193
tt0032268	6.9	83
tt0056213	7.8	102
tt0032269	7.0	800
tt0056210	7.6	3109
tt0056211	4.8	2739
tt0032263	6.5	569
tt0056216	6.1	655
tt0007297	5.3	29
tt0032264	6.2	2076
tt0056217	8.1	85043
tt0032265	4.2	16
tt0056214	6.3	131
tt0056215	7.8	10842
tt0071839	7.0	124
tt0095828	5.3	167
tt0056218	7.9	81986
tt0095826	7.4	101
tt0056219	5.9	1645
tt0095827	6.7	1571
tt0071835	7.4	18
tt0071836	6.4	53
tt0071837	4.0	53
tt0071838	6.4	1420
tt0071875	6.2	13
tt0071876	6.4	169
tt0071877	7.2	71508
tt0071878	6.6	28
tt0071871	4.9	34
tt0095802	4.5	264
tt0071872	5.9	22
tt0095803	5.4	1665
tt0071873	6.6	14
tt0095800	7.7	19590
tt0071874	6.2	56
tt0095801	7.4	15753
tt0032270	7.7	626
tt0032271	6.6	622
tt0032272	6.3	159
tt0032273	7.0	3977
tt0071870	7.8	115
tt0056241	8.1	21210
tt0056240	6.9	25
tt0032278	5.5	20
tt0056245	6.1	43
tt0032279	6.4	28
tt0056246	6.0	36
tt0056243	6.2	270
tt0056244	6.9	37
tt0007263	4.9	50
tt0032274	6.0	144
tt0056249	5.4	550
tt0007264	7.0	4447
tt0032275	6.8	9
tt0032276	5.8	171
tt0056247	5.1	44
tt0032277	5.5	682
tt0056248	7.3	275
tt0007260	6.2	225
tt0071868	6.1	340
tt0022897	6.5	765
tt0071864	6.8	2152
tt0022898	6.1	13
tt0071865	7.8	28
tt0095810	4.2	90
tt0022895	5.5	85
tt0071866	6.7	10484
tt0022896	6.2	39
tt0071867	5.4	204
tt0022893	6.3	37
tt0022894	6.7	19
tt0071861	6.0	39
tt0095814	5.2	183
tt0071862	6.0	334
tt0022892	6.5	28
tt0071863	6.4	1602
tt0095812	4.3	1464
tt0032281	6.3	1162
tt0032282	5.0	33
tt0032283	6.1	1349
tt0032284	7.3	2883
tt0056230	6.4	300
tt0056231	3.1	15
tt0022899	7.2	4043
tt0032280	6.9	16
tt0007278	6.3	42
tt0032289	6.9	381
tt0056234	6.6	2899
tt0007279	5.4	42
tt0056235	6.8	427
tt0056232	7.6	72
tt0056233	5.3	210
tt0032285	7.0	3288
tt0056238	7.4	204
tt0032286	5.3	360
tt0056239	6.4	24
tt0032287	5.8	142
tt0056236	6.1	10
tt0032288	6.8	116
tt0095806	6.9	268
tt0007271	6.7	24
tt0022890	5.8	324
tt0007272	7.1	33
tt0095804	6.7	96
tt0095805	5.7	155
tt0071857	6.8	518
tt0071858	6.5	150
tt0071859	7.5	2287
tt0095808	6.9	158
tt0095809	4.4	337
tt0022886	5.5	86
tt0071897	6.9	814
tt0095864	6.1	230
tt0022887	6.0	11
tt0071898	5.6	25
tt0095865	5.9	291
tt0022884	5.3	76
tt0071899	7.7	985
tt0022885	6.1	25
tt0095863	6.4	17245
tt0022882	5.8	577
tt0071893	6.1	73
tt0022883	6.6	1941
tt0071894	7.3	27
tt0095869	6.9	4258
tt0022880	7.1	57
tt0071895	6.0	9
tt0095866	6.4	507
tt0022881	7.1	30
tt0095867	4.5	1845
tt0032292	5.6	147
tt0032293	6.7	25
tt0071890	6.7	1155
tt0032294	6.1	237
tt0071891	5.9	11
tt0081218	6.7	901
tt0032295	6.6	127
tt0081219	6.9	32
tt0056263	3.8	27
tt0095860	5.0	64
tt0056264	7.2	18507
tt0095861	6.3	132
tt0022888	6.4	153
tt0032290	6.8	1043
tt0056262	7.7	19776
tt0056267	6.5	1659
tt0007246	3.6	20
tt0056268	6.5	540
tt0056265	6.0	190
tt0081221	7.8	35
tt0007248	7.3	26
tt0056266	6.9	43
tt0032296	6.5	96
tt0032297	6.0	151
tt0081228	4.8	368
tt0032298	6.2	199
tt0056269	7.3	169
tt0032299	5.8	509
tt0095859	6.5	38
tt0007240	6.5	47
tt0081220	5.3	29
tt0022875	6.6	94
tt0071886	7.2	18
tt0095875	6.2	1118
tt0022876	6.5	483
tt0071887	5.3	117
tt0095876	7.6	46
tt0022873	6.7	639
tt0071888	5.2	34
tt0095873	6.5	84
tt0071889	6.8	294
tt0095874	7.1	21
tt0071882	4.5	74
tt0095879	4.5	8
tt0022872	6.6	53
tt0071883	5.0	68
tt0071884	4.1	48
tt0095877	5.3	2292
tt0071885	4.9	175
tt0095878	4.6	1327
tt0071880	6.6	912
tt0081229	4.7	2679
tt0071881	7.6	6
tt0022879	6.4	7139
tt0056252	4.9	487
tt0095871	6.5	5590
tt0056253	7.2	192
tt0095872	7.8	303
tt0022877	7.8	2010
tt0056250	7.7	65
tt0022878	6.8	11
tt0056251	6.5	269
tt0095870	6.8	9
tt0056256	4.6	61
tt0081234	5.3	43
tt0007257	5.4	621
tt0056257	5.1	49
tt0081235	6.6	860
tt0081232	5.5	933
tt0007259	4.5	14
tt0056255	6.8	6086
tt0081233	4.6	948
tt0081238	6.7	303
tt0081239	7.0	30
tt0007254	9.0	16
tt0056258	5.9	18
tt0081236	3.5	317
tt0007255	5.3	27
tt0056259	5.9	239
tt0081237	6.8	9447
tt0007250	6.7	11
tt0071879	5.6	73
